Text,Sentiment
Mai v mahilpur to he aa pr is nu pusho youth nu kidr nu le k ja reha aa Koi chaj da gana gaa,0
Singga vera bht uper jaega bnda bht he kaintt aa attitude nii haii bnde ke andar love uhhh vere,2
nice a veer sidha jiha bnda a veer jive ki kise nu mada nhi bol skda overall gaint prsn a jo dil ch o v nhi bolda bai ki kise da dil na dukhje,2
Salea iko jecket payi rskhda,1
Singa ne koi v gal da jawab chngi tra nhi ditta kise v interviews wich,0
Songs nu sirf entertainment takk seemat rakho ewe Na singers pishe ladai kri jaea kro sare kise da kakh ni Jana okk jide Jada chalune ladde a sahmne ake dekhan ewe Na interviews te jhagg shaddi jaea kro,1
Fudu aa eh singaa Fukra sala gall krn di v akal ni Confidence changi gall a pr over confidence mrva dinda putt,0
Fukra sala eve jakkarh mari janda singga chomu.He should know his limits.,0
Changy gl hitt aa tu bai sohna likhna ganda par aaah attitude punjabi industry de peo dilhit ne ni kita tu ki cheej aa,0
Fukra acting v ni krni aondi,0
Pubg bachea vali game e bai apni game da tapkon vali hundi a,1
Mahilpur walya walo ,1
Love you  G nu,2
waheguru tenu raaz karawe unchaiyan banawe,2
Elly mangat ciraa  lakh fake firde he is real,2
Love u singaa ur best nd my favourite sade ghre  ghante jatt di clip chalda rehnda va u r great nd my inspiration is u,2
Kina bande elly mangat di interview dekh ke aaya thoko like,2
koi fukra nai eh Banda bikul Sahi aa bus gl idda k eh Sikh drm nu belong nai krda ese krke Punjab de log like kive kr lein,2
Salya pehla interview vichh Galla kraaniya sekh le fer ayi,0
Elly mangat  Yeah baby Aaa the bache ne singa sunga ,2
eh PUBG nhi khed da eh bacheyaa vali eh surgical strike karda fukra,0
Singaa ustaad banda Rab promotion bakshe tainu ,2
Ve singeaa tere naalo ta Aa Lakha bai vdia bol lenda chngi gal a mehnt krda par ehna fukrpunaa ni kriidaa,1
Fukra salla harf cheema khenda hunda show off,0
Song tere vaida aa par tu te sala A  fukra bhut aa man nai kari da rab kolo v dari da,0
fuddu banda putt dunia te tan huge huge ni raj kar sake tun tan kihde khet di muli aaa,0
Elly mangat top aa veera,2
Attitude bahut  dekhonda  singga,0
Elly elly hi ha putt tu ty jamma e bakwass banda en fukra s,0
Ik singga de interview dek lo and ik sidhu moose wala de dek lo dova vich kina farak a singga fukra banda  sala,0
for some people he is lakha vdiya lgge ja na lgge menu bda kaint lgda,2
pistol  wali ta fukri maar gya,1
Sirreeee da fukra singaaa ene v chwla ni maridiya,0
Illuminati tattoo Vse gaddar bnda,0
Fan babbu maan de,2
chak ditta singaaa veere love uuu,2
elly kaint bnda aw Sach bolya y ne jo bolya,2
Interview karn wala fudu banda,0
Elly mangat da interview lou,1
ki fudu interview len ana fudu vj lakha,0
Ey pastoliy  jee hr koi chki firda aj de jawak v enu db ch rakhde a mere kol tin a pr show ni kite kde,1
aa sala interview wala fuddu banda,0
Love u singa nale pyar vla song pura jurur sunayeo plz g,2
Elly di latt varga v ni bondu salla mera singaa londa. He is a swag,2
singga apna attelly fuddu aaa sala bullshit talks krda,0
Singga na Jo romantic ganna Gaya ha oss da ki namm wah,1
Toll plaza ta c sir padya odo to he pande aye dhakk bllye,1
Saala fukra tere warge nu mangya cycle ni milda c aaj hawa sir chad gye tere,0
Tu kaint a Hor att att gane kdo vrrr Full support aa singaa vrr tenu Baki luv u a ,2
Hatt khotteya Fuddu Show Bhoru saala,0
Att es jatt singga bro,2
Ki sala faltu interview kuch chaj nall nhi dsya,0
Sab feelinga layi jande koi Pablo banya koi godfather te koi illuminati,1
But i love u y maf kri kuj glt keha gya howe,2
anchor kutea Wang na bhokea kr chnga lge ga j ghat bole. Onnu sense hi nhi hega,0
Eni hwa thik ni hundi y singhe  je bnda hit hoje ta niwa ho k chlo tarsem jasar to sikho kij ja babbu y to ok but tu bnda mada ni hwa madi a jo le k beth jandi a,0
Fudddu bnda pistol rakh reha fukraaa siraaa da,0
Teri okat hi ni diljit nu miln d. He has way bigger status than you.,0
Sala  tatto  waah  k   kehda  want to conquer world   salya   muuh  nai  chajjda  gall e  chajjdi  krla FUKRA,0
Intrvw ch v attitude dikha rha song ki chd gyr hwa ch ud rha,0
Kida fuddu anchor a,0
Yaar lakha ji tusi hi boli jane ho singge nu v chance dao bolan da,1
Bnda marna sokha ni ego ghta lo,1
Elly mangat best ha Singga tu kanjar,0
fuddu galla karde oo elly ne sira laya pia vekhi honi video tusi v,0
Singga bolda veere love te support God bless you,2
Diggi ch pon di ta door di gl aa tere warge nu gichi toh k dis k lai kechle jane aa TRP eve ni TRP ta vadia km krke bndi aa,1
Yar ene fukre keo a singer a hadd hoe paee sle  fukre,0
Elly nu v kehra koi akal aa video dekhlo sale di Elly te elly rhu ga kake jine marji hath pair mar la,0
singaa sirf elly nu naal hi compete kr sakda hor kuj ni,0
sigga bai ji pyar vala song kida record kroo gye ji,1
Yaar fukrrii maar reha fukra banda yr gala krda bhagat singh naale kehnda Raaj krna duniya te   bss yrr dukrpnaa hi aa eh ch,0
Sala foki hvaa ethe choti de velly baithe aa oh show off ni karde  Jo garjte hai wo barste nhi  eh  gane kar ke badmash banda baba gurdas mann ji diljit dosanjh ena to sikh lai kujj je kujj bnna zindgi ch nhi tera kamm cheti band ho janda,0
Saare negative comments krr rahe ne that fukra a eda a oda a veere show scripted aa ohdi script es way di likhi hoi aa k eda perform karde pye aa baaki best of luck singa Bhaji waheguru mehar rakhe te bhut tarrakiya bakshe,2
Jaldi to jaldi record krdoo pyar vala song bai ji,1
Pada sala  pehla bnda jihnu aj facebook te gaal kadi aa landu sala,0
Very nice  ur eyes billeya,2
jirhe glla kd rahe ohna eh puchda Punjab vich saare fukre te bkwaas singer ne,0
Singae veer song o kad pyar mal jauga bhut vadeyA,2
Eho jehe kalme a da truck bhar ke Chd ave Pakistan,0
Fan Singer singga dai dai kom da babar sher.i m with u of last drop of my blood,2
Sidhu da matlb sari industry da hit ustad,2
Paji love you missing you badly tuanu ma bhot yaad kar reaa cii mane tweet bhi kita ci really love u paji,2
Sidhu ji punjab nu ik eho jehi sarkar government aa jehdi  sachmuch lokan da benefit soche Thaggan nu saja diti jae,2
Sidhu Saab tusi repoter ban jao kyuki rajniti vih tuhade warge imandar te nek insan di koi jagha nahi,2
All these stuff sirf tussi kar sakde ho hor te sare chor ne,2
Dear sir punjab da har banda tuhanu punjab da CM banana dekhna chaunda,2
If you win Punjab paji chak do faate,2
Sidhu saab great man thoko captain modi nu,2
Sidhu koi kum v karo gullan tay shere tay na jor deo maan sahab vang interact with normal people,1
Hun election kol aa tan bol peya eh bhi sab mile hoye aa,0
Tusi Sarkar vich Rai kee RS  bizli didde Sarkar nai tahanu rokna si fir ea kardai taa looks nai thode nal jurna si,1
Ehve fuddu bnayi jana people nu tu v,0
Veer ji kdy Sanu v Milo asi tuhade nal hn gallan bde karde pr koe gareeb nu nhi pushda,1
Sir mai thoadi party nal attach hona chauni a Mai graduated a plzz mnu seva da moka deo,1
Sidhu veer love you maa boli Punjabi zindabad jeonde vasde raho mere Sikh veero ty pehno we love our Sikh brothers and sisters Pakistan zindabad,2
Sidu sahib tusi great ho but jittega punjab de kine hi chanal ne asli khera,2
punjab de anne idiots nu suchna h k bains sahb de kam dekho ya maan sahb de mudde dekh k hi vot pao,0
Paji please ona lokan di v help kro Jedi hajoor sahib baithi hoi aa  India vich lockdown hon krk o othe ii apne gr tonh door baithe hoe ne paji plss ona di help kro,1
You all are theives ho ajj tak koi kam v kita ave jada gala ne mari theiya,0
Aaja yaar tanu whole Punjab odeek reha aaja jalde,2
Ehh sbb Congress party di chaal aa Aap diya vota kharab krn limSidhu je ehna hi sacha hunda ta ehna time corrupt parties vich kyu riha,0
Sidhu kithe ha tusi koi help karo Punjab Di ja sirf gala hi karniya ha,1
Naale cho saala ton tu kithe baitha c ohdo mudde nhi chuk skda c tu kuch nhi krna punjab da ja k tu kapil sharma show kr te laugh out loud te yaari paa imran khan naal,0
We are with you siddhu phaa g,2
oh sidhu nu dabban nu firrde par dabbda kithe hai sidhu saab assi thode naal haa. We are with u,2
Punjab nu sidhu di lor,2
mitro punjab da te punjabiyt da je koi sochda te o insan sardar navjot singh sidhu a bakki ta sare   hi a hahahaha  bass tuhadda sare punjabia da sath chahida sasrikal sare mere brothers nu,2
Apni party bdal pihla fr apa v bdla ge kyu ki ik admi nal punjab nai bdl da tu nai mara tera malak mara a,1
Bai ji u r  mla in Punjab government what good u r doing for the people of Punjab in crisis of crona virus Bai ji kio ni sahi gal karde I would request Manna sahib to wake up up because he knows much about u Khatak,2
Bc inhe v kuch nhi krna assi  vaari ehnu Amritsar to MP bnayakoi vikaas nhi kitaohdo eh Kapil Sharma show krda c te hoon Imran kham naal Yaarian paun nu nhi vehl ehnuehde kr k congress di government bni c ehda v punjab de youth da berozgaari vich poora yogdaan aa,0
Tuc   party hor badal Lao punjab badl e jaauga pspcl department dita c tuhanu agar TUC sewa hi krni c eni corruption hai PSpcl department ch ohnu theek kr lainde main manda CM caption amrinder is not good leader par je tuahdi soch sahi c ta  kio ni Join kita deparmt u are same like other politicians jo bas power te ucchi position vekhde ne,1
Pehle apne andar jhaank le Sidhu Pehle apna pata kar ki tu sikh hei hindu hei ya mazhabi muslim hei Ki tu Indian hei ya pakistani,0
Sidhu saab we want to see you as CM of punjab for better punjab,2
je asli  sikh ho  congress  leave congress. Chaddo onnu,1
Only fudu patake by fudu GADHIRH of jholhi chuk reporters Nothing else,0
SSA SIDHU JI Aj mein bahut khush han Bahut aas ci ke Sudhu ji aungei tuhade naal sampark karan lai bari koshish kardi rahi chalo hun kam di gal ih hai ke punjab nu shadna nahiiss de Sardar tusi hosadian aakhan ik immandar te regard den wale di talash kar rahian han  saal,2
AAP vich aajo sir ji te punjab nu tarakki de raah te pao love u a lot,2
How may people trust Sidhu who is a self proclaimed Gadha who knows only to speak ghise pittey dialouge,0
babao bnda bhoht kaim aw ravneet vir nu jo jo pyr krda like kr dia kro y de show nu,2
New episode upload  da  saal old  episode upload krde o hamesha,1
Sr tusi old episode kyu upload krde o,1
Yaar sare e sira hunde jinu laggda ke o vadia oh menu subscribe kare me v ohnu karduga,1
I love you punjab and punjabi maa boli,2
Jalandhar vall dyaan deo thoda bahut bura haal hai lok ander nai baith rahe strictness vadao please,1
kaara kitaa sukhhe de aapde tabbar ne te astiffaa horaan da mang rehaa hai Dumb Votes chahidiyaan c sukkhe de tabbar nu,0
Bahut marri thinking a ess mantri di,0
Sikh sewa Karan wale kar rahe a par lok badlan dia kartootan nhi forget kar sakde,1
Leaders v krn kujh donate,0
world level hospital kine bnaye world level universities kinia bnayia world level playground kine bnaye,0
nale das v do k baad vich ohna sikha nu marn valiya di sewa majithiya famliy ne kite c,1
M dekhea jo haq mangde tusi danga naal slami dinde o jive  march nu women day te ett walea nu danga naal slami patiale diti c,1
Jehde hath ch fdde aw dande ehi tusi mardeo jdo lok haq mangde aw apna,0
Laal jhanda hunda not tiranga,1
"till now,Punjab nu hun tak siasat ne fail kita",0
Sachi te saaf jawaabdehi from the fm he himself doesnt know what will happen in the future yet he is not hiding anything in fact he is telling the truth that raah labhju but haje labheya nhi Always believed his words,1
Last Year Fatheveer aaj eh incident DC and DEO should be arrested,0
Sir please ess baar punjab police di bharti only written base teh kraeo pichli baar di tra nhi young people library ch mehnat kr rhe ne pr har baar kuch hoor hi pattern a janda,1
kr aeyo formaily ji result tan pta hi aa AAP would be definitely wash u all,0
Hor bulla lavo Hazoor sahib to Loka nu Apne ghre he lee jande madam saadi city ch kyu bhejya jinna zor inna nu lian nu laya onna sambhal vi leende  new cases corona in punjab,1
Bathinde sirf Vote len auna hunda ke,0
Kisina da hi debt maff kita jada griva da nahi hor kina karja maaf karan Kisina da jina kol apna ghar vi hani Ohana de karja kade maaf hoaia,0
India vich petrol rs te Diesel  rs mehnga ho gea,1
Punjab cho sarkara farmer nu marn lagea hoea na,1
Kisana nu ki Kami h karna h ta poor da karja maff kro,1
Kisana nu aap di pai hoi a maj nu marn di pai jhote nu garn di pai,0
Bank da interest v maaf Kita Jana chahida aa chahe oo muljam ne chahe majdoor hon,1
sala kutta captian,0
Lock down Kholo je nhi khol skde hleta dob ke Mr jojina harmm Kar ta hoa government ne saale,0
Politicians diya ohh he fuddu gallan Sab sale ikko chathy bathay,0
Cm ta appp greeb aa os kol ke a,1
Maa raghbir singh halka mukeriyan to omang karde hai ksadha halkawich daily needs dita java tai jo garib loka di maddt kiti javi,1
government rub ton dar,0
Sanu ek rupaiya nahin Milana cylinder Tana  rupaiya Ajay upar ho gaya kya aaj labour card bana uska usko denge ek rupaye kar rahe hain,0
inquey krao grant da pasa kithe aa  kithe lagia  kise pind shar  koe bord nahe jithe grantan da verwa lok vakh sakan,1
Maddam ji Punjab de pinda ch aa ke dekho ki hall aa,1
Congress punjabiaan nu bhukha maarna chahundi aaa,0
Mavi kalan vich hun tak koi groceries nhi Deeta giya ghar di dawai kithon Leia koy v Shulat nhi,0
Madam ji koi free kanak dal nahi mili aur wit mantri ji ne jo keha si widwa aurata te bajuraga nu  rs mahina  mahine har mahine khateya ch payegi oh v nahi mileya uppro neele card wale gariban nu jo mileya oh vi ek ek bori ghat diti gai hai,0
Edan bimari control ho jaegi  Balle thoade kio mili sanu ajadi Britishers to,0
Galt Fasla Hon Ho Sakda Hor Jada Coronaviras fel jawe,0
Bahron aan valia da test karvalio kro,1
america de lok mare dasda apne koi sala MLA MP nahi marda ehna nu corona kuch nahi kehnda,0
Pen deyaa yaraa shop to samaan tere peo ne nhi denaa free ch saleyaa paise hou tahi lwange kuta sala gastaaa bond faaad du teri mere sammne ta aa khol de lokdown ni teri bond bank kr deni,0
CM Sahib Corona toh jayada tusi khatarnak ho sadee vastte,0
middle class family da ki banu ji Car loan home loan school fee Addmision fee Pspcl billetc,1
Social distance da khyaal rakheo sare baki ta thika chlo,1
Bekaar non sense decision eda krn nl cases e vdhne aahun tu lgda mrwayega punjab nu,0
India galat loga de hath ch aa gaye sab khatam hai,0
Cm sir tuhade kolo sade warge loka lai ki madat hegi asi ta loka kolo mang mang k ghar da kharcha karde paye,1
Daru de theke kholen di jiyada juldi h captain nu a mrwauga loka nu,0
Electricity bill kyu bhej rhi hai govt lockdown me Sada kutta kutta tuhada kutta tommy,0
Caption saab tusi lockdown vadai jne ohhh roti kinne daini hai thouhadi Sarkar ne taan kuch nahi ditta halle takkk,0
this man sala pura hoje fuddu bnda,0
nothing will happen to you te loka da Koch bachna ni,0
Captain tu mar jata sara jannat muk jayega,0
Bhla ta tan hovega je tuhade wargi  government sade te reham kare,0
bhut loga de bibi bache  punjab de kisi hor district vich fashe hoye han o ghar kis tarha aa sakde han cm shab ji a de bare v kuj bolo g,1
Mereya saleya palle kuch hoyu tahi shop Te Javage greeba vaste kuch ni Te apne Sarkari bandeya vaste,0
Kina k time beathe rehiii ghar vich rok nhi skde tusi Lockdown ta caption sab Tusi badiya Jana oo jahda Lok greeb na roj roj kama Ka khan Bala na ohna da ki banu g answer ha,0
Loga nu Barbad karta tusi ministers na,0
Captain Saab votes aaon do tuc v fir bahr aaoge,0
Meri ta ardas sare lidra nu corona khaa j,0
Punjab to bahr lok fase wa pehla pm modi fool bna deta bahr fase aun do tin din ni dete,0
Matlab ki india nu digital India bana fahe Ho corona virus da baana laake fuddu sarkaar ji,0
Aam admi t mrgya ration mil n reha Salary mil n rhi rent dna udhar Pora krna a lkist dni a bijli da bill dna Kitho dvaga es bre sochya kuj,0
Captan sahib tusi tay mehal vich baitha ho greeb janta kiss tara gujara kar rahi ha  kiss trah industry chalo hou manmohan singh de rai lelo,0
Asi bhukhe mar jawage sir sadi job di koi salary nahi mildi,1
Roti kitho khiye sir,1
world da sb to Fuddu bnda,0
Putt e ek saal rehna curfew teko nahi kujh hona kyu aun dita hajur sahib to loka nu galti tuhadi saaza loka nu e nahi rukna dekhli tu uk walya di ress nahi kar sakda,0
Punjab government murda badd,0
Gallan nal ni mukna corona hall karo ehda,0
loki jo marji kahi janjaan hai te jahan hai good job capt saab ji Tusi jo kita sahi kitachahe party jo marji howe pr capt saab ne jo v kita sahi kita paise ta jinde rahe fer kama lawange,2
Tanu ki pta fudu bande kise di problem di,0
Haige ta saare uda fuddu hi aa chahe akali chahe congress par yaar saada bala ehde ch hi aa aapa ghar hi rahiye jehde mzak samjde ohnu nu prhla italy fer spain tye hun amrica da hall dekhna chahida lasha rakhan nu tha nai aa es kaar k mzak na samjo mere veero tye behno apna ghar baith k waheguru waheguru kro uda ta tudi kainde saade kol ta ik mint da time nai rab da naam lain nu j aaj time mileya ta tusi hun kam tye jan nu kahle paye aa,0
mask paaye saale darppok,0
Es Haramjade nu Pusho Eh Jayda Syana a lwda Sala monkey aap ta Sikh Nahi Hai dujya Nu Sikhya Dinda Hai,0
Oh yaar eh Bittu ki rubbish boli jaa riha hai koi sirr pairr nahin,0
police de ik khroch v ni oh goliya mariya sukha nu marta police nu kuj ni hoyaa waaaag saaf pta police miliii c police na ap marvya kyukii hath he nai aunda c sukhaa,0
eh sab lie bol rahe a  eh sare dalle rale hoye a,0
lol police alia nu pta e ni c v joint operation c ya kllea da  bhen da khasam police allla,0
Beard nakli nhi aaasli aaa police es gal te jhooth boldi,0
Sab ton vadde gangster minister te police wale ne Sara Punjab bech ke kha gaye Saara Punjab jaanda a ehna nu Sharam nai aundi,0
Film de seen pan di ki lorh c kio masala la k hor fuk dede ne hor mudeya nu Galtt rah paonde ho,0
maa hundi a maa o duniya waleo feeling sorry for mother,1
he was a nice guy mere pind de kol pind va Bhagwanpur,2
Maa te wife te tars aounda but fer v dove strong women aa,2
jis maa Na  Janam Dita o ta ruldi firdi aa kihre huliguns aa eh,1
saaleyo sharm karo agle di maa te wife dukh ch aa te tuc saaleya movie de seen aur gane laye aa,0
poor mother Loka chari hasn lyi reh gyi andro andri kina raundi hou oh bs oh e jande a,1
A kahdi badmasi aah vichri jawan kuri di jindgi kharab kar ditti Nikki bachi da ki kasoor Shame aah gangsters te,0
ehna channel nu trp chaheede saale mazak karde han,0
jaa viah na krwaye bnda jeh eda di life jeoni jeh fr viah krona fr viah krke kise di dhee bhain di zindgi na khrab krre vichari apne maa pyo shadke ayi se ehde sahare te api hun jail ch beitha wife na apne bhrawa bhabiya kol jasakdi sari zindgi tension niki jehi gudiya jinu pta v nhi papa kon ohde kithe aukha yaar,0
ABP Sanjha Walio please yaar Bai Prabhjinder Singh Dimpy Chandbhan wale bare v duso,1
Yar tuci Lawrence Bishnoi te kio nyi vdo bnaunde ohna di family naal v milayo am sure ek din ch million views milnge,1
es maa de himmat nu salute hai,2
ABP Sanja Video Edit Karn Wali Att e kraai hoyi aa Ki Load c aa Film de dialogue paoun di ,1
borthers maa da kaleja tan dukhda he hai,1
Kise Maa da putt kade v Gangster na banesaanu saareya nu saaf suthri zindagi jeeni chahidi a,1
Lawrence bishnoi te bnao plzzzz and sukha kahlwan da part  bnao detail ch plzzz thanks to abp for making teenagers alert about the current circumstances of punjab hatts off,1
fudduo ah film de scene jroori c,0
yr paji eida de kam na kero veer ban ke,1
Ki gl video te song laun nal ja movie bna k dikhon nal tuhadi video jayada sohni lgn lg py,2
Kis di zindagi barbaad hoyi tusi ek movie bana ti jis den apana hoga phir pta lagga,0
aunty g jhutt bolde Pye kehna n chahida prr A sch h,0
Waheguru ji punjab de sare sons nu sidhe raah te pa dao kise putt di maa na dukhi hove mere waheguru ji,1
Film da seen na paya kro,1
Maaa rulde firde a kahde basmash a eh ek mint da pta ne kon goli marde eh kahde life a,0
Filmy scene ghat paya kro pravo Eho jayia video nal youth te galt asar painda aw,1
kids yaar naa rolo mape bache ghr wali  bde door tkk rishtey shrminda hundd ne bai,1
oye kyu famous krde oooo ehna nu sale news vale v fudu e a,0
aadhe to zyada gangster da police te system bna denda pehla system te police waleya nu sudharna chahida,0
Le la swad love marriage da Hatha na laiya hun danda naal v ni khulan ch aan riya,0
Jado aapne naal najaayej hove na ohdo pata lagda doojiya te ta loki comments hi likh sakde ne,0
ABP SANJHA WALO JEHRI KOSHISH KITI JA RHI A BAHUT HE VADIYA GAL A ABP NU DILON SALUTE A,2
Wife di gall sun k bahut hurt Hoya yrr,1
Film de seens da wala fuddu kamm kita baki sabh sett aa,0
Reporter Yaadwinder salute Teri himmat Te kabliat nu,2
vr eho j deeds na kro jity mava jindge ch rona hwey,1
Sukha kalo atttt verr ji love you,2
Bai dangerous jatti na bda att paya kise ne,1
Lol,2
Nashe ch Maran nalo kise Da swaar k jail Jana changa,1
Interview de wichh movies da kii kum koi movie story thodi chal rhe maa ik gal rakh rhe aa kine dukh di gal aa ki lok vekh ke he sudhar jaan tusi wich movies chala rhe ho,0
waheguru da nam lalo jina na sade lay aapn pura family,1
Ke mileya es wayty chal ky bhute zindgia khrrabe hogeyeia waheguru je,0
Bai crime choo kuch ni rkhya end maut a sirf,1
ki aa yr films de seen pa ki ki sabt krna,0
Subedaar te v bnao film,1
bro Pavitar choure wala ta v bnao,1
Har Ghar ch ik gangster khara hona chahida h jo crupt police te politicians nu khatam kro unhealthy knowledge te food bnaun valia nu khatam kro,1
Maa boht good ne dukh boht hunda,2
yaar eh taan bache ne Jeeta Jalandhria baap a ehna gangstra da Jaggu wargia da,0
Maa Ta happy Bahut Lagdi Aa,1
Kala heart Dhanaula Te v bnao jaldi video,1
eh sale news vaale apne view vadon lyi ehna duyan soty banode ne ehna nu salya nu ki,0
kina sona handsome hai  yaar kithey punjab chal gya,2
As vich film kithon pyi jane aa,1
Hun trouble hi auga vichara,1
Jehra galti nal hoya encounter oh vi ta galt cc,1
ris karni hai ta sant pindrawala  vang kisa gareb de help karo,1
vachari maa da ke kasoor us kis saharay din katay kuz karan to pehlay apnay ghar family da sochaoo,1
Time time di gal aa maa koi gal nahi OK time v aa u,2
Police waleyan nu star chahide bs lgne kise di maa da putt mrje Ana nu ki ana ne bs jhutthe prche poune te fittiyan lainiyan gangster da naam aaj kl aam   de dita police ne,0
is di maa andro proud kardi hai par samne acting kar rahi  burri nu burra vi keh rahi te becharra vi keh rahi,0
sahi gal hai ranjit bro,2
dialogue jroori c serm krlo koi,0
Bande nu made Halat gangster bnonde ne,1
lord te taan vishwaas theek aa par parche malak ne thodi paye ne,1
news waliyo Jado ehna Chora ne tujadi dhee behan daa rape kitta fir patta lagna ehna ghatiya Loka de news kida Deni a ehh chor ahh ehna Nu kio famous Kar rahe o Loka Nu kio Nahi dass de k ehh car chori bache chakne faroti ehda de kam karde ahh tusi kio Punjab de jawani Nu kharab Kar rahe o news waliyo sharam karo,0
Ko bn k gangster bneiya duniya tho sucha naa lei jo,1
Love u jaggu bhagwanpuria bai Badla poora kite jaana SUKHA KAHLON da vi main punjab aa Gya haan,2
Tudi sister nu salyo maa putt di khani sunna rhi a tuc kuttye deo putro film de seen leya jnde o,0
political logh tishu di taraha wartde ne mundia nu asli gangster tan political hai,0
Media ke kar reha har ek nu gangsters banun de aa,1
hey waheguru kade v kise maa da putt gangster na bane maawan da dukh nahi dekheya janda,1
babal ta app gangstar aa salla,0
Waheguru ji Sab nu sumat vakhso,1
Sorry to say Hor krala love marriage na koi aggge na pishee life barbad aa yrr,0
Tusi vi ena nu hi payr krdya jo munde sayo hunde a oh tere vargiya sayo mundya nu like nhi krdya,0
Maa hundi he maa,1
Police wrong case pa k youth nu Gang bana dende a  mava sabh dea sanjhia hundia ansi Punjabi a Vero pls ma baap da kheyal Rakho,0
Maa bht nice hai jaggu di,2
Mom da ki kassor hai bechari da,2
Fudu media sharam kro thode kola taa kothewali changithu aa thodi soch teh,0
Wife ne truth of gangster life bare dassiya agg lggi howe te duya niklda,2
huligunism kahdi badmashi socho Bhaji aap v dukhi gharde v jiyada dukhi,1
Report ch dum hi nhi lagda,0
Eda de pta nai hor kine families dukhi hone aa,1
hello chor taa chor hunde ahh khatam Karo ehna Nu Punjab Nu saaf karo greeb bachiya de padai Kai socho news wale veero tusi wrong Kar rahe ahh jiss din ehna ne tuhade te waar kitta fir patta lagna a,0
kanjaron abp vaalyo filma de scene kyu laye ve,0
ehna da  kise da koi kasoor ni a sab police diya mehrvania aa jehre juthe parche paundi aa te lidra diya jad tak lod aa udo tak nal te vaad vich encounter,0
hun agli video Bishnoi tee honni chahidi aa Yadwinder sahab doing great work,2
kujh ni ehna kama ch veero apne ghar deya nu sambaal ke rakho please,1
maa de smile ch bht jyada dard lukeya hoya akha  saaf byan kr raheya ne,1
Ih maa da love a,2
Bagvaan door rakhe har maa de putt nu isss gangster wali duniya too,1
Punjab di jwani nu krb kr waste agende chlda hai,0
Ta he sada mapa sanu canada kal da aha,1
Sanu Gangastar bnaun wali dunia hai te police hai jado police sade te njaij parche kardi hai ta he fer munde gangastar bande a jado njaij parche karde aa ja kraunde a,1
jihna nu one mariya ohna nu jeoan da haq  ni c,0
Sabtu badass chijj aa badmasi aa eh na kro kadi v,0
gangster jehda dakho landi puchi gangster gangster ha ta police to kyu bhjde ho fudu sale,0
Mata g very daler ne,2
Ma bahot bholi lagdi poor mom,1
love merrage de gall sunk bhaut dukh hoyea,1
jiss maa ne birth dita oss da karja nahi la shakya oh basmasi kiss kam de maa nu dukh nahi dena chaida,0
Waheguru g Jaggu de daughter no Apsara Banai Waheguru,2
Mom kine jigre wali aa,2
baki sab jo hoya bhut mada hoya par wife da bahut aukha aa yar fudu banda,0
Police da ksur hunda sara,0
Pnjab police apnia feetiaa khatir pese khatir jwaan tegreeb lokaa nu nishana bnandi h J ina de truki bnd hoje kdi koi greeb nishana nhi bnega,0
waheguru mehar bharya hath rakhey iss maa te eh sab government da kasooor a,0
Jattan de putt gangster bange,1
borther chaki jao fatte,2
kahde badmasi a aa ta idiotic pana a,0
O yaar normal tareke nall pesh kar dea  kro saleo filam hi bna dinde tusi chutie,0
Abp sanjha ik gal daso eh ta sachi mrde bnde ah jo politician luk ke karde ohna di interview lao,1
Manu koi jaggu veer de ghar da number lyeke do ehna nu mn kase advocate nu mlona,1
sman lenn lyi ad kro ver,1
omg so sad boys bhut brave  hunde aa bt menu es mother  nd wife  te bhut tars aa rha kve langde  hone aa ehna  de Dan omg baki hun jo ho gya oh chng ta nhi hona bt osdi wife  nu brave hons paina  jo glt krti  krti  hun  zindgi  ch apni  doughter  te mother  di support  bne  kudiya  mundya  ton  ght  nhi  stay  strong  dear,2
Shera khuban bai miss you,2
Abp bhut vadiya kmm kar reha par sade political minister brain wash eho jiha karde ne ki es daldal vicho niklan nahi dende,2
I love you jagu di mombaut sohna bolda o tc,2
shame on you salya wadiya badmasha,0
girls rabb da roop hundia yaar sachi eda nai hona chahida,1
sala gandi naali ka worm,0
Dil bhut ronda sunke jarr na karo eda bhut jane nal jure ne te ik de nal sare dukh katde ne please bas karo kush nahi rakheya,1
jaggu mere jaan love u,2
eh maaa ro ro k te dukhan nal pathar bn gyi aaa hun ohnu rona v ni aundaaaa bchari utto utto hsdi aa utto vchari wife  ohdi ki life a     yrrr eh kutte kmman ne   ladies d life khrb krti aa nl apni v bki yr koi buraa ni hundaaa ah police te govt bnondi aa  kehda g krda aa apne tbbr to door honaaa,1
sidak singh lowence sada bro he tu osnu gallan kd da ek bar adresss send kr apna fir bki kam sada,2
Y sare loka to dukhi ho k bnde aa gang te gang veera da koi dos ni,2
budhhi chant aa kamli ho pyi aa  hass k gllan krdi aamunda tera shadi shuda hon toh vaad vi dangerous jattian vartda etadi poti apne pya nu ni jandina hi kdi vekhya lakh lanat aa ede munde te taskar tera munda eda end vi nede aa smjha laa,0
Eh video generation lai A dekh lo baad vich family da ki hal hundA na marn valya ch na jeon walya ch waheguru kirpa kare punjab te,1
Buddi ne bhukhi mrna  Apnia krtoota krke Apne munde nu hje v glt ni kehndi Edda da lokk juttiya khana e deserve krde,0
